ID do Produto,Nome do Produto,Categoria,Quantidade em Estoque,Data de Entrada,Fornecedor,Localização no Estoque,Data de Venda,Quantidade Vendida
124,Colheitadeira total,Trator,9,2024-03-04,Chapman Turner and Hill,Galpao 9,2023-02-06,5
124,Colheitadeira total,Trator,24,2024-06-20,Chapman Turner and Hill,Galpao 9,2022-10-02,7
125,Pulverizador near,Empilhadeira,20,2024-02-12,Goodwin LLC,Galpao 9,2023-08-24,6
125,Pulverizador near,Empilhadeira,33,2024-06-08,Goodwin LLC,Galpao 9,2023-07-24,1
125,Pulverizador near,Empilhadeira,34,2024-06-03,Goodwin LLC,Galpao 9,2022-07-05,7
125,Pulverizador near,Empilhadeira,34,2024-06-26,Goodwin LLC,Galpao 9,2023-06-05,10
125,Pulverizador near,Empilhadeira,4,2024-02-19,Goodwin LLC,Galpao 9,2023-05-29,4
126,Plantadeira it,Colheitadeira,37,2024-03-21,Cole Group,Galpao 9,2023-05-12,9
126,Plantadeira it,Colheitadeira,49,2024-03-26,Cole Group,Galpao 9,2023-02-21,8
126,Plantadeira it,Colheitadeira,25,2024-04-29,Cole Group,Galpao 9,2022-01-13,4
126,Plantadeira it,Colheitadeira,39,2024-04-08,Cole Group,Galpao 9,2022-05-20,4
126,Plantadeira it,Colheitadeira,25,2024-04-01,Cole Group,Galpao 9,2022-08-21,8
127,Empilhadeira where,Colheitadeira,18,2024-04-09,Richardson Ltd,Galpao 2,2022-08-16,10
127,Empilhadeira where,Colheitadeira,27,2024-04-09,Richardson Ltd,Galpao 2,2022-02-08,1
127,Empilhadeira where,Colheitadeira,49,2024-03-07,Richardson Ltd,Galpao 2,2022-09-29,10
127,Empilhadeira where,Colheitadeira,49,2024-03-17,Richardson Ltd,Galpao 2,2022-03-08,4
127,Empilhadeira where,Colheitadeira,24,2024-06-03,Richardson Ltd,Galpao 2,2022-09-29,3
128,Trator computer,Colheitadeira,10,2024-06-23,Hendrix Gonzalez and Pena,Galpao 9,2022-03-17,9
128,Trator computer,Colheitadeira,41,2024-04-16,Hendrix Gonzalez and Pena,Galpao 9,2023-12-28,2
128,Trator computer,Colheitadeira,19,2024-01-21,Hendrix Gonzalez and Pena,Galpao 9,2023-12-17,7
128,Trator computer,Colheitadeira,38,2024-01-13,Hendrix Gonzalez and Pena,Galpao 9,2023-05-07,9
128,Trator computer,Colheitadeira,8,2024-01-07,Hendrix Gonzalez and Pena,Galpao 9,2023-05-30,7
129,Empilhadeira brother,Plantadeira,28,2024-03-29,Dyer LLC,Galpao 2,2022-10-12,5
129,Empilhadeira brother,Plantadeira,41,2024-03-21,Dyer LLC,Galpao 2,2023-08-23,1
129,Empilhadeira brother,Plantadeira,15,2024-06-06,Dyer LLC,Galpao 2,2023-05-11,2
129,Empilhadeira brother,Plantadeira,23,2024-04-27,Dyer LLC,Galpao 2,2022-02-09,1
129,Empilhadeira brother,Plantadeira,37,2024-03-06,Dyer LLC,Galpao 2,2022-05-12,5
130,Trator here,Plantadeira,33,2024-01-04,Obrien Ltd,Galpao 6,2022-08-28,4
130,Trator here,Plantadeira,10,2024-05-28,Obrien Ltd,Galpao 6,2023-01-04,9
130,Trator here,Plantadeira,38,2024-02-21,Obrien Ltd,Galpao 6,2022-06-19,1
130,Trator here,Plantadeira,14,2024-03-06,Obrien Ltd,Galpao 6,2023-02-11,10
130,Trator here,Plantadeira,32,2024-07-05,Obrien Ltd,Galpao 6,2023-12-12,1
131,Empilhadeira worry,Pulverizador,46,2024-06-28,Smith PLC,Galpao 6,2022-02-28,8
131,Empilhadeira worry,Pulverizador,20,2024-04-12,Smith PLC,Galpao 6,2023-02-05,5
131,Empilhadeira worry,Pulverizador,50,2024-03-07,Smith PLC,Galpao 6,2022-12-20,10
131,Empilhadeira worry,Pulverizador,5,2024-02-09,Smith PLC,Galpao 6,2022-07-12,9
131,Empilhadeira worry,Pulverizador,25,2024-04-02,Smith PLC,Galpao 6,2022-05-15,7
132,Colheitadeira see,Plantadeira,40,2024-05-05,Mccullough Hobbs and Brooks,Galpao 10,2023-08-03,3
132,Colheitadeira see,Plantadeira,31,2024-05-17,Mccullough Hobbs and Brooks,Galpao 10,2023-03-20,2
132,Colheitadeira see,Plantadeira,21,2024-06-09,Mccullough Hobbs and Brooks,Galpao 10,2023-12-16,7
132,Colheitadeira see,Plantadeira,28,2024-04-01,Mccullough Hobbs and Brooks,Galpao 10,2022-05-16,7
132,Colheitadeira see,Plantadeira,47,2024-05-28,Mccullough Hobbs and Brooks,Galpao 10,2022-04-28,5
133,Pulverizador modern,Trator,44,2024-01-17,Owen Ltd,Galpao 5,2022-07-07,2
133,Pulverizador modern,Trator,11,2024-04-14,Owen Ltd,Galpao 5,2023-10-11,9
133,Pulverizador modern,Trator,14,2024-05-09,Owen Ltd,Galpao 5,2022-05-14,8
133,Pulverizador modern,Trator,37,2024-04-22,Owen Ltd,Galpao 5,2022-10-19,7
133,Pulverizador modern,Trator,37,2024-04-10,Owen Ltd,Galpao 5,2023-02-18,7
134,Empilhadeira like,Empilhadeira,31,2024-05-07,Lopez Lawrence and Fleming,Galpao 3,2023-06-11,2
134,Empilhadeira like,Empilhadeira,48,2024-05-02,Lopez Lawrence and Fleming,Galpao 3,2023-11-09,8
134,Empilhadeira like,Empilhadeira,28,2024-01-16,Lopez Lawrence and Fleming,Galpao 3,2023-11-02,1
134,Empilhadeira like,Empilhadeira,20,2024-05-10,Lopez Lawrence and Fleming,Galpao 3,2023-11-26,4
134,Empilhadeira like,Empilhadeira,29,2024-02-12,Lopez Lawrence and Fleming,Galpao 3,2023-11-28,8
135,Colheitadeira difficult,Trator,12,2024-05-04,GrayLewis,Galpao 2,2023-06-22,3
135,Colheitadeira difficult,Trator,9,2024-03-03,GrayLewis,Galpao 2,2023-10-27,1
135,Colheitadeira difficult,Trator,20,2024-02-04,GrayLewis,Galpao 2,2022-04-30,3
135,Colheitadeira difficult,Trator,46,2024-06-07,GrayLewis,Galpao 2,2022-05-18,2
135,Colheitadeira difficult,Trator,35,2024-02-13,GrayLewis,Galpao 2,2022-08-18,6
136,Trator lead,Empilhadeira,7,2024-05-29,Anderson Lawrence and Rodriguez,Galpao 8,2023-12-16,7
136,Trator lead,Empilhadeira,31,2024-06-19,Anderson Lawrence and Rodriguez,Galpao 8,2023-06-25,4
136,Trator lead,Empilhadeira,49,2024-03-21,Anderson Lawrence and Rodriguez,Galpao 8,2022-08-18,9
136,Trator lead,Empilhadeira,10,2024-05-04,Anderson Lawrence and Rodriguez,Galpao 8,2023-01-18,5
136,Trator lead,Empilhadeira,28,2024-06-16,Anderson Lawrence and Rodriguez,Galpao 8,2023-11-25,10
137,Empilhadeira black,Plantadeira,3,2024-07-06,Powers Barr and Jones,Galpao 9,2022-07-22,6
137,Empilhadeira black,Plantadeira,47,2024-06-03,Powers Barr and Jones,Galpao 9,2023-02-24,3
137,Empilhadeira black,Plantadeira,41,2024-07-05,Powers Barr and Jones,Galpao 9,2022-06-25,1
137,Empilhadeira black,Plantadeira,30,2024-04-11,Powers Barr and Jones,Galpao 9,2023-08-27,10
137,Empilhadeira black,Plantadeira,2,2024-01-24,Powers Barr and Jones,Galpao 9,2023-06-16,3
138,Plantadeira project,Colheitadeira,19,2024-01-26,MontoyaAustin,Galpao 2,2022-04-24,9
138,Plantadeira project,Colheitadeira,24,2024-04-15,MontoyaAustin,Galpao 2,2022-01-19,10
138,Plantadeira project,Colheitadeira,2,2024-05-27,MontoyaAustin,Galpao 2,2022-02-14,9
138,Plantadeira project,Colheitadeira,49,2024-05-23,MontoyaAustin,Galpao 2,2023-05-19,8
138,Plantadeira project,Colheitadeira,38,2024-05-19,MontoyaAustin,Galpao 2,2023-12-10,2
139,Pulverizador among,Colheitadeira,49,2024-07-03,French and Sons,Galpao 7,2022-05-10,8
139,Pulverizador among,Colheitadeira,44,2024-06-29,French and Sons,Galpao 7,2022-03-26,9
139,Pulverizador among,Colheitadeira,10,2024-03-08,French and Sons,Galpao 7,2023-01-20,2
139,Pulverizador among,Colheitadeira,26,2024-01-10,French and Sons,Galpao 7,2023-08-08,4
139,Pulverizador among,Colheitadeira,32,2024-05-15,French and Sons,Galpao 7,2023-10-12,10
140,Plantadeira sense,Trator,10,2024-03-03,JacksonVelazquez,Galpao 3,2023-03-18,2
140,Plantadeira sense,Trator,10,2024-02-20,JacksonVelazquez,Galpao 3,2022-08-14,5
140,Plantadeira sense,Trator,24,2024-04-20,JacksonVelazquez,Galpao 3,2022-04-30,3
140,Plantadeira sense,Trator,36,2024-03-22,JacksonVelazquez,Galpao 3,2023-07-04,1
140,Plantadeira sense,Trator,23,2024-04-07,JacksonVelazquez,Galpao 3,2023-12-19,1
141,Trator imagine,Pulverizador,20,2024-04-16,Finley and Sons,Galpao 6,2022-09-07,4
141,Trator imagine,Pulverizador,28,2024-03-06,Finley and Sons,Galpao 6,2022-12-13,3
141,Trator imagine,Pulverizador,38,2024-05-22,Finley and Sons,Galpao 6,2022-05-23,3
141,Trator imagine,Pulverizador,11,2024-01-06,Finley and Sons,Galpao 6,2023-06-27,3
141,Trator imagine,Pulverizador,26,2024-03-21,Finley and Sons,Galpao 6,2023-07-10,6
142,Plantadeira although,Colheitadeira,44,2024-02-15,HernandezBaird,Galpao 7,2022-03-22,1
142,Plantadeira although,Colheitadeira,10,2024-01-16,HernandezBaird,Galpao 7,2022-03-30,5
142,Plantadeira although,Colheitadeira,41,2024-03-27,HernandezBaird,Galpao 7,2022-01-20,8
142,Plantadeira although,Colheitadeira,26,2024-02-01,HernandezBaird,Galpao 7,2023-05-02,3
142,Plantadeira although,Colheitadeira,8,2024-04-30,HernandezBaird,Galpao 7,2022-04-18,8
143,Plantadeira increase,Empilhadeira,48,2024-01-10,RogersHayes,Galpao 8,2022-08-21,2
143,Plantadeira increase,Empilhadeira,38,2024-02-22,RogersHayes,Galpao 8,2022-04-08,7
143,Plantadeira increase,Empilhadeira,45,2024-03-19,RogersHayes,Galpao 8,2023-10-05,10
143,Plantadeira increase,Empilhadeira,37,2024-01-23,RogersHayes,Galpao 8,2023-08-14,7
143,Plantadeira increase,Empilhadeira,36,2024-05-13,RogersHayes,Galpao 8,2023-05-26,4
144,Colheitadeira avoid,Empilhadeira,4,2024-04-28,Campbell PLC,Galpao 9,2023-12-26,9
144,Colheitadeira avoid,Empilhadeira,45,2024-02-14,Campbell PLC,Galpao 9,2023-03-30,9
144,Colheitadeira avoid,Empilhadeira,16,2024-04-23,Campbell PLC,Galpao 9,2022-06-24,5
144,Colheitadeira avoid,Empilhadeira,14,2024-03-07,Campbell PLC,Galpao 9,2022-12-06,9
144,Colheitadeira avoid,Empilhadeira,14,2024-01-01,Campbell PLC,Galpao 9,2022-01-14,10
145,Empilhadeira admit,Trator,3,2024-05-18,James Lee and Anderson,Galpao 7,2022-06-10,4
145,Empilhadeira admit,Trator,13,2024-05-22,James Lee and Anderson,Galpao 7,2022-04-01,7
145,Empilhadeira admit,Trator,5,2024-06-27,James Lee and Anderson,Galpao 7,2022-11-12,10
145,Empilhadeira admit,Trator,43,2024-01-25,James Lee and Anderson,Galpao 7,2022-05-21,4
145,Empilhadeira admit,Trator,47,2024-07-01,James Lee and Anderson,Galpao 7,2023-09-01,8
146,Empilhadeira remember,Empilhadeira,23,2024-05-16,Lopez Ltd,Galpao 3,2023-07-30,10
146,Empilhadeira remember,Empilhadeira,21,2024-03-18,Lopez Ltd,Galpao 3,2022-04-07,6
146,Empilhadeira remember,Empilhadeira,10,2024-06-02,Lopez Ltd,Galpao 3,2022-03-19,5
146,Empilhadeira remember,Empilhadeira,46,2024-06-24,Lopez Ltd,Galpao 3,2023-06-06,10
146,Empilhadeira remember,Empilhadeira,10,2024-01-04,Lopez Ltd,Galpao 3,2022-10-25,1
147,Empilhadeira should,Plantadeira,33,2024-03-05,Rodriguez Inc,Galpao 4,2023-09-13,7
147,Empilhadeira should,Plantadeira,16,2024-01-10,Rodriguez Inc,Galpao 4,2022-12-21,6
147,Empilhadeira should,Plantadeira,8,2024-07-02,Rodriguez Inc,Galpao 4,2022-04-22,10
147,Empilhadeira should,Plantadeira,17,2024-06-12,Rodriguez Inc,Galpao 4,2023-12-01,7
147,Empilhadeira should,Plantadeira,48,2024-04-05,Rodriguez Inc,Galpao 4,2023-07-06,8
148,Colheitadeira successful,Empilhadeira,8,2024-05-26,CherryBrown,Galpao 4,2022-12-05,7
148,Colheitadeira successful,Empilhadeira,1,2024-06-04,CherryBrown,Galpao 4,2022-06-02,1
148,Colheitadeira successful,Empilhadeira,4,2024-06-05,CherryBrown,Galpao 4,2023-05-27,7
148,Colheitadeira successful,Empilhadeira,19,2024-03-29,CherryBrown,Galpao 4,2022-07-25,7
148,Colheitadeira successful,Empilhadeira,24,2024-05-14,CherryBrown,Galpao 4,2022-05-02,1
149,Trator near,Plantadeira,17,2024-01-30,MendezDeleon,Galpao 6,2022-04-05,3
149,Trator near,Plantadeira,9,2024-06-27,MendezDeleon,Galpao 6,2022-10-17,9
149,Trator near,Plantadeira,9,2024-06-09,MendezDeleon,Galpao 6,2022-09-13,8
149,Trator near,Plantadeira,38,2024-04-18,MendezDeleon,Galpao 6,2022-04-20,5
149,Trator near,Plantadeira,22,2024-04-03,MendezDeleon,Galpao 6,2022-08-02,5
150,Colheitadeira employee,Trator,8,2024-03-04,Jones PLC,Galpao 1,2023-11-01,4
150,Colheitadeira employee,Trator,14,2024-04-10,Jones PLC,Galpao 1,2023-07-07,7
150,Colheitadeira employee,Trator,24,2024-01-06,Jones PLC,Galpao 1,2023-09-25,10
150,Colheitadeira employee,Trator,41,2024-06-06,Jones PLC,Galpao 1,2022-07-04,4
150,Colheitadeira employee,Trator,43,2024-02-15,Jones PLC,Galpao 1,2022-04-22,2
151,Empilhadeira place,Plantadeira,11,2024-02-10,LeJenkins,Galpao 2,2023-01-17,4
151,Empilhadeira place,Plantadeira,12,2024-05-13,LeJenkins,Galpao 2,2023-05-18,8
151,Empilhadeira place,Plantadeira,12,2024-03-02,LeJenkins,Galpao 2,2022-10-13,1
151,Empilhadeira place,Plantadeira,15,2024-01-17,LeJenkins,Galpao 2,2022-05-24,6
151,Empilhadeira place,Plantadeira,41,2024-04-20,LeJenkins,Galpao 2,2022-10-29,4
152,Pulverizador nation,Pulverizador,23,2024-05-13,WillisHanson,Galpao 9,2023-08-16,5
152,Pulverizador nation,Pulverizador,27,2024-03-30,WillisHanson,Galpao 9,2023-10-28,6
152,Pulverizador nation,Pulverizador,39,2024-03-22,WillisHanson,Galpao 9,2023-05-23,5
152,Pulverizador nation,Pulverizador,16,2024-04-21,WillisHanson,Galpao 9,2023-12-26,10
152,Pulverizador nation,Pulverizador,40,2024-05-13,WillisHanson,Galpao 9,2023-03-25,8
153,Pulverizador because,Trator,35,2024-01-03,MillerMadden,Galpao 9,2023-03-30,6
153,Pulverizador because,Trator,21,2024-04-25,MillerMadden,Galpao 9,2023-04-21,1
153,Pulverizador because,Trator,24,2024-01-09,MillerMadden,Galpao 9,2023-09-08,8
153,Pulverizador because,Trator,36,2024-04-10,MillerMadden,Galpao 9,2022-12-16,10
153,Pulverizador because,Trator,19,2024-05-22,MillerMadden,Galpao 9,2022-12-28,3
154,Plantadeira away,Empilhadeira,33,2024-03-23,Franklin Inc,Galpao 1,2022-01-31,3
154,Plantadeira away,Empilhadeira,34,2024-03-08,Franklin Inc,Galpao 1,2023-12-01,8
154,Plantadeira away,Empilhadeira,27,2024-06-19,Franklin Inc,Galpao 1,2022-07-22,3
154,Plantadeira away,Empilhadeira,12,2024-05-01,Franklin Inc,Galpao 1,2022-10-12,4
154,Plantadeira away,Empilhadeira,26,2024-05-10,Franklin Inc,Galpao 1,2023-02-10,1
155,Trator discussion,Plantadeira,44,2024-02-26,MartinezBlair,Galpao 9,2023-08-20,5
155,Trator discussion,Plantadeira,50,2024-05-27,MartinezBlair,Galpao 9,2022-05-06,9
155,Trator discussion,Plantadeira,46,2024-07-05,MartinezBlair,Galpao 9,2022-01-27,5
155,Trator discussion,Plantadeira,49,2024-03-04,MartinezBlair,Galpao 9,2023-09-07,7
155,Trator discussion,Plantadeira,35,2024-01-15,MartinezBlair,Galpao 9,2023-05-10,3
156,Empilhadeira effort,Pulverizador,45,2024-02-10,SteinPorter,Galpao 10,2023-06-15,6
156,Empilhadeira effort,Pulverizador,30,2024-01-07,SteinPorter,Galpao 10,2022-04-06,2
156,Empilhadeira effort,Pulverizador,20,2024-03-14,SteinPorter,Galpao 10,2022-04-03,1
156,Empilhadeira effort,Pulverizador,12,2024-04-14,SteinPorter,Galpao 10,2022-07-13,6
156,Empilhadeira effort,Pulverizador,19,2024-02-10,SteinPorter,Galpao 10,2023-11-30,10
157,Trator allow,Pulverizador,41,2024-04-17,Shelton LLC,Galpao 10,2023-01-30,1
157,Trator allow,Pulverizador,27,2024-03-11,Shelton LLC,Galpao 10,2022-11-29,7
157,Trator allow,Pulverizador,36,2024-04-28,Shelton LLC,Galpao 10,2022-03-08,2
157,Trator allow,Pulverizador,18,2024-01-10,Shelton LLC,Galpao 10,2023-08-21,4
157,Trator allow,Pulverizador,36,2024-03-12,Shelton LLC,Galpao 10,2023-07-15,3
158,Plantadeira knowledge,Empilhadeira,38,2024-04-08,Miller Smith and Reed,Galpao 9,2023-08-03,2
158,Plantadeira knowledge,Empilhadeira,10,2024-03-30,Miller Smith and Reed,Galpao 9,2023-11-14,1
158,Plantadeira knowledge,Empilhadeira,22,2024-03-25,Miller Smith and Reed,Galpao 9,2022-07-07,9
158,Plantadeira knowledge,Empilhadeira,26,2024-02-19,Miller Smith and Reed,Galpao 9,2023-11-30,7
158,Plantadeira knowledge,Empilhadeira,39,2024-02-16,Miller Smith and Reed,Galpao 9,2022-04-06,1
159,Colheitadeira stock,Empilhadeira,29,2024-02-19,WilsonReed,Galpao 5,2022-11-03,10
159,Colheitadeira stock,Empilhadeira,8,2024-05-09,WilsonReed,Galpao 5,2023-11-30,2
159,Colheitadeira stock,Empilhadeira,38,2024-04-18,WilsonReed,Galpao 5,2023-02-24,3
159,Colheitadeira stock,Empilhadeira,4,2024-04-26,WilsonReed,Galpao 5,2023-01-25,2
159,Colheitadeira stock,Empilhadeira,40,2024-03-22,WilsonReed,Galpao 5,2023-05-26,6
160,Trator author,Empilhadeira,18,2024-02-05,Farmer Gardner and Anderson,Galpao 1,2022-03-13,4
160,Trator author,Empilhadeira,33,2024-04-04,Farmer Gardner and Anderson,Galpao 1,2023-10-13,5
160,Trator author,Empilhadeira,5,2024-01-04,Farmer Gardner and Anderson,Galpao 1,2023-02-11,10
160,Trator author,Empilhadeira,41,2024-03-21,Farmer Gardner and Anderson,Galpao 1,2022-06-19,4
160,Trator author,Empilhadeira,36,2024-04-10,Farmer Gardner and Anderson,Galpao 1,2023-09-30,2
161,Plantadeira increase,Plantadeira,18,2024-04-01,Thomas and Sons,Galpao 9,2022-12-16,10
161,Plantadeira increase,Plantadeira,30,2024-03-04,Thomas and Sons,Galpao 9,2022-06-13,4
161,Plantadeira increase,Plantadeira,3,2024-04-26,Thomas and Sons,Galpao 9,2023-07-07,7
161,Plantadeira increase,Plantadeira,25,2024-03-12,Thomas and Sons,Galpao 9,2023-10-30,2
161,Plantadeira increase,Plantadeira,19,2024-05-19,Thomas and Sons,Galpao 9,2023-04-28,10
162,Plantadeira adult,Empilhadeira,39,2024-01-01,Knight Hall and Moore,Galpao 8,2022-12-19,9
162,Plantadeira adult,Empilhadeira,1,2024-05-17,Knight Hall and Moore,Galpao 8,2022-11-01,1
162,Plantadeira adult,Empilhadeira,40,2024-01-07,Knight Hall and Moore,Galpao 8,2023-10-14,2
162,Plantadeira adult,Empilhadeira,17,2024-06-30,Knight Hall and Moore,Galpao 8,2022-02-26,1
162,Plantadeira adult,Empilhadeira,27,2024-06-03,Knight Hall and Moore,Galpao 8,2022-01-24,7
163,Empilhadeira power,Colheitadeira,30,2024-04-06,Knight Wyatt and Torres,Galpao 3,2023-05-18,2
163,Empilhadeira power,Colheitadeira,8,2024-01-08,Knight Wyatt and Torres,Galpao 3,2022-04-12,8
163,Empilhadeira power,Colheitadeira,45,2024-05-04,Knight Wyatt and Torres,Galpao 3,2023-04-20,2
163,Empilhadeira power,Colheitadeira,43,2024-01-08,Knight Wyatt and Torres,Galpao 3,2023-06-28,10
163,Empilhadeira power,Colheitadeira,22,2024-01-23,Knight Wyatt and Torres,Galpao 3,2023-08-31,10
164,Plantadeira part,Colheitadeira,41,2024-01-21,ArellanoGreen,Galpao 3,2023-06-18,4
164,Plantadeira part,Colheitadeira,24,2024-06-30,ArellanoGreen,Galpao 3,2022-07-23,2
164,Plantadeira part,Colheitadeira,45,2024-03-28,ArellanoGreen,Galpao 3,2023-03-16,1
164,Plantadeira part,Colheitadeira,21,2024-06-01,ArellanoGreen,Galpao 3,2023-08-08,5
164,Plantadeira part,Colheitadeira,38,2024-04-10,ArellanoGreen,Galpao 3,2023-10-07,10
165,Colheitadeira every,Trator,14,2024-05-25,MarshallLynch,Galpao 10,2022-01-09,8
165,Colheitadeira every,Trator,34,2024-01-21,MarshallLynch,Galpao 10,2023-03-27,10
165,Colheitadeira every,Trator,47,2024-06-11,MarshallLynch,Galpao 10,2023-10-19,3
165,Colheitadeira every,Trator,20,2024-04-04,MarshallLynch,Galpao 10,2023-10-09,10
165,Colheitadeira every,Trator,9,2024-06-23,MarshallLynch,Galpao 10,2023-08-09,3
166,Plantadeira open,Plantadeira,22,2024-02-04,WilsonBlackwell,Galpao 2,2023-06-07,4
166,Plantadeira open,Plantadeira,22,2024-04-10,WilsonBlackwell,Galpao 2,2022-03-04,8
166,Plantadeira open,Plantadeira,2,2024-02-12,WilsonBlackwell,Galpao 2,2022-02-12,10
166,Plantadeira open,Plantadeira,33,2024-02-11,WilsonBlackwell,Galpao 2,2022-09-08,9
166,Plantadeira open,Plantadeira,28,2024-03-31,WilsonBlackwell,Galpao 2,2022-01-18,3
167,Colheitadeira sing,Trator,10,2024-03-14,Archer Group,Galpao 9,2022-10-14,8
167,Colheitadeira sing,Trator,15,2024-01-14,Archer Group,Galpao 9,2023-02-24,3
167,Colheitadeira sing,Trator,33,2024-01-20,Archer Group,Galpao 9,2022-11-27,8
167,Colheitadeira sing,Trator,31,2024-06-15,Archer Group,Galpao 9,2023-11-03,8
167,Colheitadeira sing,Trator,38,2024-05-07,Archer Group,Galpao 9,2022-11-05,2
168,Pulverizador skill,Pulverizador,3,2024-01-06,Rodriguez Davis and Nichols,Galpao 10,2023-09-30,3
168,Pulverizador skill,Pulverizador,15,2024-03-05,Rodriguez Davis and Nichols,Galpao 10,2022-01-07,1
168,Pulverizador skill,Pulverizador,4,2024-01-08,Rodriguez Davis and Nichols,Galpao 10,2023-11-20,10
168,Pulverizador skill,Pulverizador,18,2024-05-09,Rodriguez Davis and Nichols,Galpao 10,2023-09-19,7
168,Pulverizador skill,Pulverizador,49,2024-05-18,Rodriguez Davis and Nichols,Galpao 10,2022-03-21,5
169,Colheitadeira fish,Plantadeira,45,2024-02-19,Cline Ward and Carrillo,Galpao 5,2022-10-31,10
169,Colheitadeira fish,Plantadeira,18,2024-03-03,Cline Ward and Carrillo,Galpao 5,2023-04-10,9
169,Colheitadeira fish,Plantadeira,49,2024-06-15,Cline Ward and Carrillo,Galpao 5,2022-09-16,7
169,Colheitadeira fish,Plantadeira,8,2024-06-13,Cline Ward and Carrillo,Galpao 5,2023-05-23,1
169,Colheitadeira fish,Plantadeira,48,2024-01-12,Cline Ward and Carrillo,Galpao 5,2023-02-11,4
170,Plantadeira occur,Plantadeira,34,2024-06-07,TaylorWhite,Galpao 6,2023-01-01,9
170,Plantadeira occur,Plantadeira,39,2024-06-30,TaylorWhite,Galpao 6,2023-05-14,4
170,Plantadeira occur,Plantadeira,31,2024-03-08,TaylorWhite,Galpao 6,2023-04-22,3
170,Plantadeira occur,Plantadeira,36,2024-04-29,TaylorWhite,Galpao 6,2023-07-18,6
170,Plantadeira occur,Plantadeira,34,2024-02-26,TaylorWhite,Galpao 6,2023-04-28,6
171,Trator staff,Colheitadeira,33,2024-01-23,ChavezBaker,Galpao 9,2023-01-08,1
171,Trator staff,Colheitadeira,9,2024-01-06,ChavezBaker,Galpao 9,2023-07-07,9
171,Trator staff,Colheitadeira,45,2024-05-24,ChavezBaker,Galpao 9,2023-02-05,7
171,Trator staff,Colheitadeira,21,2024-01-03,ChavezBaker,Galpao 9,2023-03-11,3
171,Trator staff,Colheitadeira,3,2024-06-02,ChavezBaker,Galpao 9,2022-04-21,4
172,Trator past,Empilhadeira,27,2024-04-27,MooreRodriguez,Galpao 7,2022-03-04,1
172,Trator past,Empilhadeira,42,2024-05-09,MooreRodriguez,Galpao 7,2022-05-09,1
172,Trator past,Empilhadeira,21,2024-06-03,MooreRodriguez,Galpao 7,2023-03-17,6
172,Trator past,Empilhadeira,25,2024-06-06,MooreRodriguez,Galpao 7,2022-06-04,5
172,Trator past,Empilhadeira,11,2024-01-17,MooreRodriguez,Galpao 7,2022-02-01,2
173,Colheitadeira right,Plantadeira,32,2024-04-25,GlassWilliams,Galpao 7,2022-01-27,5
173,Colheitadeira right,Plantadeira,6,2024-03-09,GlassWilliams,Galpao 7,2023-03-14,1
173,Colheitadeira right,Plantadeira,50,2024-06-21,GlassWilliams,Galpao 7,2023-02-28,4
173,Colheitadeira right,Plantadeira,34,2024-06-10,GlassWilliams,Galpao 7,2022-07-28,3
173,Colheitadeira right,Plantadeira,41,2024-01-20,GlassWilliams,Galpao 7,2022-08-17,1
174,Pulverizador walk,Plantadeira,27,2024-04-03,Park Thomas and Hernandez,Galpao 3,2023-02-08,7
174,Pulverizador walk,Plantadeira,8,2024-02-19,Park Thomas and Hernandez,Galpao 3,2023-05-22,5
174,Pulverizador walk,Plantadeira,11,2024-05-08,Park Thomas and Hernandez,Galpao 3,2023-09-29,9
174,Pulverizador walk,Plantadeira,34,2024-01-17,Park Thomas and Hernandez,Galpao 3,2022-04-23,6
174,Pulverizador walk,Plantadeira,9,2024-07-06,Park Thomas and Hernandez,Galpao 3,2022-03-22,10
175,Empilhadeira fire,Pulverizador,46,2024-05-14,PorterHarmon,Galpao 4,2022-12-23,8
175,Empilhadeira fire,Pulverizador,49,2024-05-28,PorterHarmon,Galpao 4,2022-10-05,8
175,Empilhadeira fire,Pulverizador,13,2024-03-04,PorterHarmon,Galpao 4,2023-04-21,9
175,Empilhadeira fire,Pulverizador,26,2024-03-28,PorterHarmon,Galpao 4,2023-09-20,9
175,Empilhadeira fire,Pulverizador,12,2024-03-25,PorterHarmon,Galpao 4,2023-12-17,9
176,Colheitadeira remain,Empilhadeira,32,2024-02-17,FranklinHooper,Galpao 10,2023-11-29,4
176,Colheitadeira remain,Empilhadeira,19,2024-06-29,FranklinHooper,Galpao 10,2023-08-08,2
176,Colheitadeira remain,Empilhadeira,20,2024-04-25,FranklinHooper,Galpao 10,2023-06-08,6
176,Colheitadeira remain,Empilhadeira,35,2024-06-04,FranklinHooper,Galpao 10,2022-11-25,6
176,Colheitadeira remain,Empilhadeira,1,2024-06-04,FranklinHooper,Galpao 10,2023-03-09,2
177,Plantadeira probably,Colheitadeira,11,2024-04-13,ParksDean,Galpao 10,2023-02-17,2
177,Plantadeira probably,Colheitadeira,45,2024-03-22,ParksDean,Galpao 10,2022-02-15,9
177,Plantadeira probably,Colheitadeira,15,2024-03-12,ParksDean,Galpao 10,2023-04-17,4
177,Plantadeira probably,Colheitadeira,49,2024-03-02,ParksDean,Galpao 10,2022-05-28,3
177,Plantadeira probably,Colheitadeira,21,2024-03-18,ParksDean,Galpao 10,2022-12-16,2
178,Pulverizador question,Empilhadeira,37,2024-06-01,Richardson Baker and Cline,Galpao 8,2022-03-04,6
